title                             | id                          | version         | screensaver-title        | package-size | billing-state | bs-libraries-provided | bs-libraries-required   | build-version | bytecode-version | dev-id                                   | dial-title         | expire-date | has-background-task | has-bs-library | has-homescreen-items | has-list-grid-ui | has-remote-sound | has-rsg-components | has-screensaver | has-screensaver-settings | has-theme | has-ui | is-bytecode-package | is-compiled | is-hidden | is-instant-on | is-mounted | is-ndk | is-paid-for | is-rsg-app | is-rsg-component-library | is-server-managed | is-static | is-subscription | is-titan-app | last-exit-code       | location           | major-version | minor-version | package-checksum                                                 | package-format | payment-schedule | renewal-date | rsg-component-libraries-required | sync-scope | ui-resolutions
Roku Featured Free Prod           | 250045                      | 2.8.20          |                          | 65536        | Valid         |                       |                         | 20            | 15               | e847a0407069d28d0a6ddbf1189106229d178a19 |                    |             | false               | false          | true                 | false            | false            | true               | false           | false                    | false     | true   | true                | true        | true      | false         | true       | false  | true        | true       | false                    | true              | false     | false           | false        | EXIT_UNKNOWN         | nvram-and-unloaded | 2             | 8             | 10c397baf2ccb67d77d3803faafe3f4c2be6462bd9b1e3545489b78b312caa91 | squashfs-zlib  | None             |              | roku_grandcentral                | public     | hd,fhd        
Roku Legal Agreements             | 594971                      | 2.2.10          |                          | 258048       | Valid         | roku_legal_agreements |                         | 10            | 17               | d658407626559525e3dc85cddc58fc3abc182739 |                    |             | false               | true           | false                | false            | false            | true               | false           | false                    | false     | true   | true                | true        | true      | false         | true       | false  | true        | true       | false                    | true              | false     | false           | false        | EXIT_UNKNOWN         | nvram-and-unloaded | 2             | 2             | 00e9afa142185a25f898f1bcc635b1bec8249ff5cabc279e5f91bb486f0007de | squashfs-zlib  | None             |              |                                  | public     | fhd           
Roku Manufacturing Library        | roku_mfg_lib                | 1.1.1           |                          | 150977       |               | roku_mfg_lib          |                         | 1             |                  | 6c5b327c416719e8c8f02b723eb8d706312fd4f1 |                    |             | false               | true           | false                | false            | false            | true               | false           |                          | false     | true   | false               | false       | true      | false         | true       | false  | true        | true       | false                    | false             | false     | false           | false        | EXIT_UNKNOWN         | nvram              | 1             | 1             |                                                                  | zip            |                  |              |                                  | rom        | sd,hd         
Roku Media Player                 | 2213                        | 5.5.12          |                          | 1806336      | Valid         |                       |                         | 12            | 15               | 05bee09d5cb0e63062ec51ebdcba77f16adf78bd |                    |             | false               | false          | false                | false            | false            | true               | false           | false                    | false     | true   | true                | true        | false     | false         | true       | false  | true        | true       | false                    | false             | false     | false           | false        | EXIT_SETTINGS_UPDATE | nvram-and-unloaded | 5             | 5             | 7f5c98aa162de7b796fa37899165964f9c607b2da23780071855b897445c2480 | squashfs-zlib  | None             |              |                                  | public     | hd            
Roku Microsite                    | 611444                      | 1.48.3          |                          | 4579328      | Valid         |                       |                         | 3ba30111      |                  | 247d74bd081bbb4f7709ec92b30fafd63711bdc0 |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | false     | true   | false               | false       | true      | false         | false      | true   | true        | false      | false                    | true              | false     | false           | false        | EXIT_UNKNOWN         | nvram-and-unloaded | 1             | 48            | 3a6177d8a09a53f9fff658c81cb9e512efb955b209ef3b9649fe81e2927ee376 | zip            | None             |              |                                  | public     | hd,fhd        
Roku My Offers                    | 295059                      | 6.0.15          |                          | 118784       | Valid         |                       |                         | 15            | 17               | 1bcc0c97e3cd5fe1c43c6cc0530ffab32d280425 |                    |             | true                | false          | true                 | false            | false            | true               | false           | false                    | false     | false  | true                | true        | true      | false         | true       | false  | true        |            | false                    | true              | false     | false           |              | EXIT_UNKNOWN         | nvram-and-unloaded | 6             | 0             | f372ecfc5116f6506553bb53eb06b8dca392b778d556d5f359338f13661b4520 | squashfs-zlib  | None             |              | roku_grandcentral                | public     |               
Roku Pay Framework Library        | 596080                      | 3.1.25          |                          | 323584       | Valid         |                       |                         | 25            | 17               | 9d8e22ab61817a0f4e8caa73fd28c3a0d397464d |                    |             | false               | false          | false                | false            | false            | true               | false           | false                    | false     | false  | true                | true        | true      | false         | true       | false  | true        |            | true                     | true              | false     | false           |              | EXIT_UNKNOWN         | nvram-and-unloaded | 3             | 1             | f5aa2f5339896146d23f108390049264a2ed1939582aef2766768b037ae25b2d | squashfs-zlib  | None             |              |                                  | public     |               
Roku SDK Launcher                 | sdklauncher                 | 1.0.0           |                          | 974848       |               |                       |                         | 0             |                  | 5ef193cd3ec97342b5ea8096ba9f1e0c64894180 |                    |             | false               | false          | false                | false            | false            | false              | false           | false                    | false     | true   | false               | true        | true      | true          | true       | true   | true        | false      | false                    | false             | false     | false           | false        | EXIT_SETTINGS_UPDATE | nvram              | 1             | 0             |                                                                  | squashfs-zlib  |                  |              |                                  | rom        | sd,hd         
Roku Search GC                    | 272343                      | 6.4.3           |                          | 57344        | Valid         |                       |                         | 3             | 17               | 1848e5adb29f446a60ea1531235a101d006de100 |                    |             | false               | false          | true                 | false            | false            | true               | false           | false                    | false     | true   | true                | true        | true      | false         | true       | false  | true        | true       | false                    | true              | false     | false           | false        | EXIT_UNKNOWN         | nvram-and-unloaded | 6             | 4             | 29396e8ea3d864f1e12f1e7ad42da1d7ea355994cf33e3a90ec5e0862ee4c776 | squashfs-zlib  | None             |              | roku_grandcentral                | public     | hd,fhd        
Roku Search GC                    | 272343_9eab                 | 2.5.46          |                          | 364544       | Valid         |                       |                         | 46            | 17               | 1848e5adb29f446a60ea1531235a101d006de100 |                    |             | false               | false          | true                 | false            | false            | true               | false           |                          | false     | true   | true                | false       | true      | false         | false      | false  | true        | true       | false                    | true              | false     | false           | false        | EXIT_UNKNOWN         | nvram-and-unloaded | 2             | 5             | 2c756f155332799fa5999c649f0ef370bf40a0f134a4a7cf97ec88c009f64bbd | squashfs-zlib  | None             |              | roku_grandcentral                | public     | hd,fhd        
Roku Survey Channel               | 194485                      | 1.1.3           |                          | 262144       | Valid         |                       | roku_ads_lib            | 3             |                  | b98d5d484004dafe980b54573526991ad960fc56 |                    |             | false               | false          | false                | false            | false            | true               | false           |                          | false     | false  | false               | false       | true      | false         | false      | false  | true        |            | false                    | true              | false     | false           |              | EXIT_UNKNOWN         | nvram-and-unloaded | 1             | 1             | f0205ef413b289c881ef19fb5c2d9acdd16188849e4e001b108a1488bc7c7def | zip            | None             |              |                                  | public     |               
Roku TV Intro                     | 45706                       | 1.0.51          |                          | 192512       | Valid         |                       |                         | 51            |                  | b8702dfb90f17237515ec45f22daebcb53ad0efb |                    |             | false               | false          | false                | false            | false            | true               | false           | false                    | false     | true   | false               | false       | false     | false         | false      | false  | true        | true       | false                    | false             | false     | false           | false        | EXIT_UNKNOWN         | nvram-and-unloaded | 1             | 0             | 38465f51cb0b1ee4a538cab19bdbf152c5039e0d8c79efb4e8753591b97cd8fc | zip            | None             |              |                                  | public     | sd,hd         
Roku Tips & Tricks                | 552944                      | 1.2.62          |                          | 1727808      | Valid         |                       | roku_ads_lib            | 62            |                  |                                          |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | false     | true   | false               | false       | false     | false         | false      | false  | true        | true       | false                    | false             | false     | false           | true         | EXIT_UNKNOWN         | unloaded           | 1             | 2             | 4b8174c76251b9551837e17537d3a163b0503e5d                         | n/a            | None             |              | roku_grandcentral                | public     | hd,fhd        
Roku Titan Library                | 72916                       | 1.0.160         |                          | 548864       | Valid         |                       |                         | 160           |                  | 24649dd493df219b53a78f96a85f691f549c21b4 |                    |             | false               | false          | false                | false            | false            | true               | false           |                          | false     | false  | false               | false       | true      | false         | false      | false  | true        |            | true                     | true              | false     | false           |              | EXIT_UNKNOWN         | nvram-and-unloaded | 1             | 0             | 2b5ad84a183596f4001a610c89a09d38a0e9801b7019adc9bf40a9ae1f784bd3 | zip            | None             |              |                                  | public     |               
Roku Tuning App                   | roku_tuning_app             | 0.0.0           |                          | 162654       |               |                       | roku_mfg_lib            | 00000         |                  | 6c5b327c416719e8c8f02b723eb8d706312fd4f1 |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | false     | true   | false               | false       | true      | false         | true       | false  | true        | false      | false                    | false             | false     | false           | false        | EXIT_UNKNOWN         | nvram              | 0             | 0             |                                                                  | zip            |                  |              |                                  | package    | sd,hd         
Roku | Cinematic Sound            | 251090                      | 1.0.21          |                          | 139264       | Valid         |                       |                         | 21            |                  | d5fe64b24f9cf2cd94d49e6c8bdf4fe3b9faac5a |                    |             | false               | false          | false                | false            | false            | true               | false           |                          | false     | true   | false               | false       | false     | false         | false      | false  | true        | true       | false                    | false             | false     | false           | false        | EXIT_UNKNOWN         | nvram-and-unloaded | 1             | 0             | f5377cbf605175a10c65bed00e7b77d509539a02d75c4d64513bf53a85e6ceae | zip            | None             |              |                                  | public     | sd,hd         
RokuCast                          | 43735                       | 1.9.6           |                          | 188416       | Valid         |                       |                         | 6             |                  | eaf1b2f31f43da028e104c31a877a24016084a4b |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | false     | true   | false               | false       | true      | false         | false      | false  | true        | false      | false                    | true              | false     | false           | false        | EXIT_UNKNOWN         | nvram-and-unloaded | 1             | 9             | 682702388587f2e2ec85be95c36cf07eacd79888f629c981525b17524c6994be | cramfs         | None             |              |                                  | public     | hd            
Romance Sounds                    | 620883                      | 1.8.0           |                          | 1683456      | Valid         |                       |                         | 00000         |                  | 900751312162c8c0df73f927b2151f5c34e5557e |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | true      | false  | false               | false       | true      | false         | false      | false  | true        |            | false                    | false             | false     | false           |              | EXIT_UNKNOWN         | nvram-and-unloaded | 1             | 8             | 679bdb7bf9b618199be7029e2c896d5bbbe6b82362f74768c0a85c595fc34fee | zip            | None             |              |                                  | public     |               
SDK1 Fonts                        | sdk1fonts-1.0-15C.00E04108A | 1.0.1           |                          | 741376       |               |                       |                         | 1             |                  | e619152307376f4f2f26c96e89036cf78de34ee0 |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | false     | false  | false               | false       | true      | false         | true       | false  | true        |            | false                    | false             | true      | false           |              | EXIT_UNKNOWN         | nvram              | 1             | 0             | 795f3df7a047a8f1ace6b35da6f3c88c29b9c2c4187327e35423fe82ccc09555 | squashfs-zstd  |                  |              |                                  | private    |               
SHOWTIME                          | 8838                        | 2.20.3          |                          | 2591648      | Valid         |                       | roku_ads_lib            | 3             | 17               |                                          |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | false     | true   | true                | false       | false     | false         | false      | false  | true        | true       | false                    | false             | false     | false           | false        | EXIT_UNKNOWN         | unloaded           | 2             | 20            | 6dd4e7e2f75c28320245b1cdb66c54e0c606e3cc                         | n/a            | None             |              | roku_analytics                   | public     | fhd           
STARZ                             | 65067                       | 3.17.10         |                          | 2427808      | Valid         |                       | roku_ads_lib            | 10            | 17               |                                          |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | false     | true   | true                | false       | false     | false         | false      | false  | true        | true       | false                    | false             | false     | false           | false        | EXIT_UNKNOWN         | unloaded           | 3             | 17            | 8040754580480b2ac96e097132ba3a88d8b94468                         | n/a            | None             |              | roku_analytics                   | public     | fhd           
Sling TV                          | 46041                       | 8.16.1868       |                          | 19139472     | Valid         |                       | roku_ads_lib            | 1868          |                  |                                          |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | false     | true   | false               | false       | false     | false         | false      | true   | true        | false      | false                    | false             | false     | false           | false        | EXIT_UNKNOWN         | unloaded           | 8             | 16            | 6e0defac0158765f4d4a08437c6aaaa63713d8b7                         | n/a            | None             |              |                                  | public     | sd,hd         
Space Screensaver                 | 587746                      | 1.4.37          | Space Screensaver        | 4972544      | Valid         |                       |                         | 37            |                  | a7dec7e2a2ff21c941860c06aacb30868a65f58f |                    |             | false               | false          | false                | false            | false            | false              | true            | false                    | false     | false  | false               | false       | true      | false         | false      | false  | true        |            | false                    | false             | false     | false           |              | EXIT_UNKNOWN         | nvram-and-unloaded | 1             | 4             | 21d4a26f420c5f1fb92d5d216f5faf2c9aa67f1f                         | cramfs         | None             |              |                                  | public     |               
Space Sounds                      | 595851                      | 1.1.0           |                          | 1675264      | Valid         |                       |                         | 00000         |                  | dfff492ff5196215f1db47d8cac8bcd89491606b |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | true      | false  | false               | false       | true      | false         | true       | false  | true        |            | false                    | false             | false     | false           |              | EXIT_UNKNOWN         | nvram-and-unloaded | 1             | 1             | 8e5113eafbcd441f71d969d98515057b46f461c351b43584043bc8044d8f3d48 | zip            | None             |              |                                  | public     |               
Space Wallpaper                   | 587537                      | 1.2.0           |                          | 1716224      | Valid         |                       |                         | 00000         |                  | d5c19b657ca0e2c2fc9355f114aada1effee1e58 |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | true      | false  | false               | false       | true      | false         | true       | false  | true        |            | false                    | false             | false     | false           |              | EXIT_UNKNOWN         | nvram-and-unloaded | 1             | 2             | 3e775ede2e6b057a2ecc16f18f22a7b3abb46472                         | zip            | None             |              |                                  | public     |               
Spotify Music                     | 19977                       | 2.8.102         |                          | 89008        | Valid         |                       |                         | 102           |                  |                                          |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | false     | true   | false               | false       | true      | false         | false      | false  | true        | false      | false                    | false             | false     | false           | false        | EXIT_UNKNOWN         | unloaded           | 2             | 8             | dd493e5ec33b3f9cfde5e90b16b231b2549221ae                         | n/a            | None             |              |                                  | public     | hd,fhd        
Spotify Music                     | 22297                       | 2.8.102         |                          | 1056768      | Valid         |                       | roku_browser            | 102           |                  | 4688be44e3379df8084d58356bc0d48e8474cefb |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | false     | true   | false               | false       | false     | false         | true       | true   | true        | false      | false                    | true              | false     | false           | false        | EXIT_UNKNOWN         | nvram-and-unloaded | 2             | 8             | 2d2d74ed9e98ea20734aebbe9f5d5c8dd6e3ed33841fab70a96541c333202100 | squashfs-zlib  | None             |              |                                  | public     | hd,fhd        
TED                               | 4070                        | 4.1.7           |                          | 326560       | Valid         |                       | roku_ads_lib            | 00007         | 14               |                                          | TED                |             | false               | false          | false                | false            | false            | false              | false           |                          | false     | true   | true                | false       | false     | false         | false      | false  | true        | false      | false                    | false             | false     | false           | false        | EXIT_UNKNOWN         | unloaded           | 4             | 1             | 8a28a9e43bdac19d257d7946bb4e4c9081d0d927                         | n/a            | None             |              |                                  | public     | fhd           
TPV Manufacturing App             | simple_tv_tpv_peq           | 1.0.0           |                          | 250004       |               |                       | roku_mfg_lib            | 0             |                  | 6c5b327c416719e8c8f02b723eb8d706312fd4f1 |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | false     | true   | false               | false       | true      | false         | true       | false  | true        | false      | false                    | false             | false     | false           | false        | EXIT_UNKNOWN         | nvram              | 1             | 0             |                                                                  | zip            |                  |              |                                  | package    | sd,hd         
The Explorers 8K                  | 581433                      | 1.6.0           |                          | 3960208      | Valid         |                       |                         | 0             |                  |                                          |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | false     | true   | false               | false       | false     | false         | false      | false  | true        | true       | false                    | false             | false     | false           | false        | EXIT_UNKNOWN         | unloaded           | 1             | 6             | 16fdee778163dc67016eff862d5261da0111a283                         | n/a            | None             |              | roku_analytics                   | public     | hd            
The Roku Channel                  | 151908                      | 6.0.15          |                          | 1936304      | Valid         |                       | roku_ads_lib            | 15            | 17               |                                          |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | false     | true   | true                | false       | false     | false         | false      | false  | true        | false      | false                    | false             | false     | false           | false        | EXIT_UNKNOWN         | unloaded           | 6             | 0             | 613a555139b2601f336a33a360e1577459c367f6                         | n/a            | None             |              |                                  | public     | hd,fhd        
Tubi - Free Movies & TV           | 41468                       | 2.17.1          |                          | 1391520      | Valid         |                       | roku_ads_lib            | 1             | 15               |                                          |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | false     | true   | true                | false       | false     | false         | false      | false  | true        | false      | false                    | false             | false     | false           | false        | EXIT_UNKNOWN         | unloaded           | 2             | 17            | 7df87314224bfcfe3c5fb777d4a35d654ef4cf7e                         | n/a            | None             |              |                                  | public     | fhd           
TuneIn                            | 1453                        | 2.5.3           |                          | 1284304      | Valid         |                       |                         | 3             | 15               |                                          |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | false     | true   | true                | false       | false     | false         | false      | false  | true        | false      | false                    | false             | false     | false           | false        | EXIT_UNKNOWN         | unloaded           | 2             | 5             | f77f8819517f737405ed678d4adfa17ff15bb772                         | n/a            | None             |              |                                  | public     | hd            
VUDU                              | 13842                       | 1.3.339168      |                          | 2231200      | Valid         |                       | roku_ads_lib            | 339168        |                  |                                          |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | false     | true   | false               | false       | false     | false         | false      | true   | true        | false      | false                    | false             | false     | false           | false        | EXIT_UNKNOWN         | unloaded           | 1             | 3             | 094b421b0cc31e211e32790c8c0daddc38eae687                         | n/a            | None             |              |                                  | public     | sd,hd         
Voice Help                        | 633458                      | 1.0.10          |                          | 831488       | Valid         |                       |                         | 10            |                  | 893b15000449f9ccd95d3020e250be2db6068536 |                    |             | false               | false          | false                | false            | false            | true               | false           |                          | false     | true   | false               | false       | true      | false         | false      | false  | true        | true       | false                    | true              | false     | false           | false        | EXIT_UNKNOWN         | nvram-and-unloaded | 1             | 0             | 3389f29036e33645ab81c573555c6b32de76c95d4a360dc5f989ae3ed0597b3c | zip            | None             |              |                                  | public     | fhd           
Vudu Movie & TV Store             | 31012                       | 2.0.53          |                          | 970752       | Valid         |                       |                         | 53            | 17               | f6627c955ae9c8b5afff52f3970887d991ef8994 |                    |             | false               | false          | false                | true             | false            | false              | false           | false                    | false     | true   | true                | true        | true      | false         | true       | false  | true        | true       | false                    | true              | false     | false           | false        | EXIT_UNKNOWN         | nvram-and-unloaded | 2             | 0             | b9359eb2cfcee881d7b797786d2296126dcac558a95d66c86e1c96c70976e174 | squashfs-zlib  | None             |              | roku_analytics                   | public     | hd            
WheelsOnFire                      | 80401                       | 4.0.2           |                          | 1528272      | Valid         |                       |                         | 00002         |                  |                                          |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | true      | false  | false               | false       | true      | false         | false      | false  | true        |            | false                    | false             | false     | false           |              | EXIT_UNKNOWN         | unloaded           | 4             | 0             | a99c1ce2afb0f1d38c1adde702bd2febb988d433                         | n/a            | None             |              |                                  | public     |               
YouTube                           | 837                         | 2.20.93005147   |                          | 253952       | Valid         |                       |                         | 093005147     |                  | bc9a0a6cf410578d155fcd2f33c25cac471b7a39 | YouTube            |             | false               | false          | false                | false            | false            | true               | false           | false                    | false     | true   | false               | true        | false     | false         | true       | true   | true        | true       | false                    | false             | false     | false           | false        | EXIT_USER_NAV        | nvram-and-unloaded | 2             | 20            | bbc13f404231b4dd02b74b2fbb938fbbd03a8660                         | squashfs-zlib  | None             |              |                                  | public     | hd,fhd        
YuppTV - Live, CatchUp, Movies    | 91961                       | 4.1.46          |                          | 1180736      | Valid         |                       | roku_ads_lib            | 46            | 15               |                                          |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | false     | true   | true                | false       | false     | false         | false      | false  | true        | true       | false                    | false             | false     | false           | false        | EXIT_UNKNOWN         | unloaded           | 4             | 1             | 068e46799aad07f7bb1568df070f50321255a631                         | n/a            | None             |              | roku_analytics                   | public     | sd,hd         
Zen Theme                         | 56326                       | 1.0.0           |                          | 1566848      | Valid         |                       |                         | 00000         |                  |                                          |                    |             | false               | false          | false                | false            | true             | false              | false           |                          | true      | false  | false               | false       | true      | false         | false      | false  | true        |            | false                    | false             | false     | false           |              | EXIT_UNKNOWN         | unloaded           | 1             | 0             | b0abd3af388d28a7e39d326269d03dd4d868aa95                         | n/a            | None             |              |                                  | public     |               
cobaltlib                         | 557456                      | 2.20.93000154   |                          | 17969152     | Valid         |                       |                         | 093000154     |                  | 59d2a5fbb53e4f6a51e60ea0de713f71cfdb0ca7 |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | false     | false  | false               | false       | false     | false         | true       | true   | true        |            | false                    | false             | false     | false           |              | EXIT_UNKNOWN         | nvram-and-unloaded | 2             | 20            | 309ad47595352a9cfe42c073376e81733bfdfaec                         | squashfs-zlib  | None             |              |                                  | public     |               
discovery plus - Stream TV Shows  | 593290                      | 2.10.4          |                          | 3486736      | Valid         |                       | roku_ads_lib            | 4             |                  |                                          |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | false     | true   | false               | false       | false     | false         | false      | false  | true        | true       | false                    | false             | false     | false           | false        | EXIT_UNKNOWN         | unloaded           | 2             | 10            | 31c953d2870f9933fb474738632908aef07105e0                         | n/a            | None             |              | roku_analytics                   | public     | fhd           
lib-Luna - Development            | 585603                      | 9.0.33          |                          | 12061600     | Valid         |                       |                         | 33            |                  |                                          |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | false     | false  | false               | false       | true      | false         | false      | true   | true        |            | false                    | false             | false     | false           |              | EXIT_UNKNOWN         | unloaded           | 9             | 0             | 0d7ee49518dbd9398ffb376df0caee85e960497c                         | n/a            | None             |              |                                  | public     |               
libfairplay                       | 632095                      | 1.0.122         |                          | 6258688      | Valid         |                       |                         | 00122         |                  | e620de1dfe5d544455c4f4665b5988b0f5ee9e9f |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | false     | false  | false               | false       | true      | false         | true       | false  | true        |            | false                    | true              | false     | false           |              | EXIT_UNKNOWN         | nvram-and-unloaded | 1             | 0             | 230816c91e4261166f87c02c0838a48d4b70d9fbeecfac7480f6efd48b619f38 | squashfs-zstd  | None             |              |                                  | public     |               
libplayready                      | 632126                      | 1.0.1           |                          | 573440       | Valid         |                       |                         | 0001          |                  | e620de1dfe5d544455c4f4665b5988b0f5ee9e9f |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | false     | false  | false               | false       | true      | false         | true       | false  | true        |            | false                    | true              | false     | false           |              | EXIT_UNKNOWN         | nvram-and-unloaded | 1             | 0             | e48dfcf8939a8d247164fc0edde1f9efb8698f763b5f742992abc1444b9a2194 | squashfs-zstd  | None             |              |                                  | public     |               
libwidevine                       | 632051                      | 1.0.1267        |                          | 561152       | Valid         |                       |                         | 01267         |                  | e620de1dfe5d544455c4f4665b5988b0f5ee9e9f |                    |             | false               | false          | false                | false            | false            | false              | false           |                          | false     | false  | false               | false       | true      | false         | true       | false  | true        |            | false                    | true              | false     | false           |              | EXIT_UNKNOWN         | nvram-and-unloaded | 1             | 0             | 16be231334a99262baaf0e3c8c9f548d0f6b5938e9e9fe7069172862e9083c89 | squashfs-zstd  | None             |              |                                  | public     |               
